PC1,PC2,PC3,PC4,PC5,country
-2.913024587396586,0.09562057550551034,-0.7181184950837257,1.005254641034657,-0.15831004359779074,Afghanistan
0.42991132993193826,-0.5881556664216979,-0.3334855047707446,-1.1610585922524987,0.17467732063237165,Albania
-0.285225077370054,-0.4551744133397674,1.221504809397728,-0.8681145029108597,0.15647464676524703,Algeria
-2.932422654229274,1.6955550705215463,1.525043744164764,0.8396250142267585,-0.2732089336964207,Angola
1.033575866470832,0.13665870884235218,-0.22572091671052294,-0.8470626869435718,-0.19300696091497166,Antigua and Barbuda
0.022407261573745004,-1.7791865758294874,0.8699971159280664,-0.03696686672906238,0.9810565073938643,Argentina
-0.10158373658107356,-0.5682517238414154,0.2420918155010895,-1.4662657575628624,-0.055992428220995684,Armenia
2.342164609685882,-1.9884591539619918,0.19034418843710862,1.1050377785044758,-0.7311923298243547,Australia
2.9737636642043044,-0.7346886586078278,-0.5197663558728367,1.2054421047944046,0.08357970579511385,Austria
-0.18148699731199314,-0.40286587348363656,0.86745874303481,-0.43877298303146367,0.1373504739889089,Azerbaijan
1.2687438639868234,-0.6565883632526898,-0.48809761577036426,0.055633555263894144,-0.3802503857402158,Bahamas
1.6709963959114866,0.5611624925384968,0.9912583033282902,-0.2070804751259798,-0.3925719920424204,Bahrain
-1.123850934504571,-0.9613974045352944,0.5266148011374512,-1.197201390949666,-0.6691663315622867,Bangladesh
1.081374196994728,-0.4819695301363475,-0.6643551977676154,-0.5225052332299154,0.0026238979908410442,Barbados
0.5800251522399513,0.5353268339800491,0.4862275107918068,-1.0352754244616647,0.8233422050874839,Belarus
3.143785961263137,0.6635479207509878,-0.6452280938470724,1.094897747664272,0.4397344957870196,Belgium
0.21125544693609716,0.6992426623417226,-0.27556089970339864,-1.0956269222861705,-0.2902261713596764,Belize
-2.6723138793579437,0.41817212457900804,-0.2573684731147302,0.2786724335049647,-1.4317682465668775,Benin
-0.1565709622345525,0.7773956172959962,-0.2773435586811694,-1.038650108416759,0.12306556484145713,Bhutan
-0.7938515610201609,-0.12026108495343923,0.4007414945174754,-0.7247032899508715,-0.22466304289977074,Bolivia
0.9958671428099949,-0.9718884391705785,-1.5283276010553135,-0.6208847920910405,0.932763126972593,Bosnia and Herzegovina
-0.8820876389925553,0.4573681803256268,-0.5846329491532573,0.40616080954632733,0.3065726828261185,Botswana
0.1407813609175999,-2.151077305829434,-0.17263515260789963,-0.16691964667763942,0.29866520885620224,Brazil
2.4600860882799918,0.01645404364593527,3.019840393539783,0.7768407507625464,-1.0318089185108597,Brunei
0.9065945150342389,0.030277605445238658,-0.47120403644803127,-0.9946613960917954,0.005376524728319721,Bulgaria
-3.122053436409143,0.03877496879183934,-0.45575079671486474,1.0809176175914466,-0.7281280444760457,Burkina Faso
-2.898970679302676,-0.42266332787881344,-1.3474134477535327,1.8214740989134985,0.7121167683995405,Burundi
-0.5824118671980265,0.8948203322738489,-0.4987046603266658,-0.8052336215633435,-0.13615527861481547,Cambodia
-2.8079085749024086,0.07864889686740352,-0.34296111644594085,0.5435568442805025,-1.3148679695636993,Cameroon
2.5436305500063696,-1.7270946979437065,-0.3962810227727262,1.3368525476203044,0.06572298737050263,Canada
-0.15580145212391816,0.351235457614558,-0.2920866713895203,-1.3437411025589048,-0.5303478049182019,Cape Verde
-3.9649640194894404,0.3866193194206673,-0.32355692243575523,0.9183010191820045,-1.8223890538228686,Central African Republic
-3.557555202700277,1.2891280920966859,-0.10301543297257974,1.2084064181564895,-1.2245622538027916,Chad
0.9516560554273626,-1.0764282701637695,0.15082081951851903,-0.4366341927535542,0.4201179431964951,Chile
0.05748198032756728,-1.1899965198293458,0.42731548809639675,-1.2771788764674794,-0.22882780307780565,China
0.12114611965107032,-1.7689091360987834,-0.2456058874636882,-0.7152088707954748,-0.09594023476074362,Colombia
-2.0935564308403016,0.3436009878116024,-0.32838127192264427,-0.11894724797976167,-0.808030274575735,Comoros
-3.173370115404368,1.0503816332379654,-0.0012191545644679438,1.5742101583942039,0.6479086419441763,"Congo, Dem. Rep."
-1.7256764076372655,2.176348950433863,1.4927193963044199,-0.13859262802603575,0.07119523693091366,"Congo, Rep."
0.9378266149945536,-1.3504723760959654,-0.821129660957961,-0.2598545923705783,0.9783711286342063,Costa Rica
-2.581706232957867,1.2078734222116305,-0.23306615749311693,0.6652933592764981,-0.8529810810961266,Cote d'Ivoire
1.14886343594432,-0.8448120464284746,-0.40971256363334096,-0.6229225526817442,-0.10412141979056869,Croatia
2.174454920098877,-0.0045104473671019885,0.2573196336029209,-0.3118565440998169,-0.41466767368072743,Cyprus
2.053263286834167,0.42319827997206266,-0.5433356822627515,-0.4117359588066493,-0.0523471812036999,Czech Republic
3.010491821376776,-0.8655487291060773,-0.3357521666710437,1.787222781858699,0.1026874566384087,Denmark
-0.23110292277446604,-0.8806413020766549,-0.03673638159978384,-0.6534328533535858,-0.20549696304241208,Dominican Republic
0.009618332404326833,-1.0452209670773605,-0.27329244124568586,-0.48851371947259453,0.37130002024619013,Ecuador
-0.8481866985512946,-0.8198189017563546,0.5832897516275475,-0.7452309176181936,-0.29491625828140483,Egypt
0.08186784453623155,-0.5678039433428754,-0.5758775861061646,-0.9765206220816658,0.04580442315691235,El Salvador
-1.2934228376741699,2.363694551720761,1.7793344902490935,1.7372441919826245,0.06076105650313278,Equatorial Guinea
-2.474695897621833,-0.618025236494554,0.8034965729923286,-0.4882562376728897,-0.8561250995912111,Eritrea
1.6590833964277005,1.0215644729461177,-0.11111620993193387,-0.8631496400453542,-0.025170026266603654,Estonia
-0.18882840907251464,1.0717645827004338,-0.190494207262929,-0.9798355966356072,-0.15759186599208239,Fiji
2.45896019179452,-1.0761429369309732,-0.10043903214594486,0.8993283577807996,-0.46473307925965657,Finland
2.2542707953098278,-1.8666381291670753,-0.7119883121889018,1.2300054815409374,0.10739124217415416,France
-1.4217145532419788,0.3197233583730005,1.5375333579651207,0.18775919034918379,-0.5279559239860709,Gabon
-2.213669582703382,0.22349589624451713,-0.3931112923730623,0.289914181561191,-0.6943926832270748,Gambia
0.32194220664515877,-0.5182552248417758,-0.9736873191251028,-0.4670617026743904,1.1665326479736413,Georgia
2.671421951847692,-1.273609900582821,-0.6561708340287545,1.125992966885284,0.1433913827499045,Germany
-2.0541669295167893,0.38003439318869586,0.4196541092931978,0.09097096512147511,0.18382908612560206,Ghana
1.7794929410031535,-1.765396932337487,-0.6841977738222728,0.2627019175300751,0.07564326870198525,Greece
0.14550479926578824,-0.43133636632317446,-0.4704679977505459,-0.9711678706532448,-0.3845090093760077,Grenada
-0.6635031249243215,-0.6139108370318463,-0.33267374132076327,-0.44531709120333307,-0.1005083178347555,Guatemala
-2.969529473372041,0.7285337855948649,0.3910389781435568,0.6665494942048023,-0.19254345666096728,Guinea
-2.8336164728613253,-0.09112819501299976,-1.2051739844193157,1.133044890459545,-0.5509036678178494,Guinea-Bissau
-0.32278146485573145,1.3613413588025736,-0.47051215755981096,-0.8504554743797489,0.16277148094020355,Guyana
-4.409717274974026,1.74223048519763,-1.462808735669593,1.7935922202224124,-0.9007236231648829,Haiti
1.839160126489531,1.27296492669684,-0.46263136527587206,-0.7792756934830387,0.39483475493278813,Hungary
2.4809239567775347,-0.6347019259054005,0.10379522586528779,0.9198531499898205,0.11279454808316133,Iceland
-1.3428257947703688,-0.5351389457527042,0.4699464061379128,-0.788293802284336,-0.5202509210749211,India
-0.9547501236855874,-0.7323617864118177,1.3760110446693938,-1.1436878791455103,-0.31604611434011715,Indonesia
-0.0010646119252014962,-1.3343495948884097,1.0228051328848218,-0.7545466720171186,0.2891159063031066,Iran
-1.0292281606558107,-0.2832693229424986,0.19222681282858095,0.5641405925551497,0.7217121182289825,Iraq
3.668628044515042,1.7294931689378283,-0.5239887809356133,0.9899746499911537,-0.12332117936234273,Ireland
1.4853166588896063,-1.0492243637123568,0.07679053413482553,0.3209891787813194,-0.4821965384681071,Israel
2.1658099505088537,-1.7724854795157485,-0.28418353521210615,0.5167118979182755,-0.29145803299695006,Italy
0.018609300222762373,-0.23896130429128032,0.3337498170622282,-1.2224564533008213,0.1705236050997749,Jamaica
2.2658819868534463,-2.4355938335820557,-0.22969866641381295,0.7125662691846538,-0.6725069926918031,Japan
0.16014264327314673,0.5410651720875443,-0.5575297593133339,-0.3765342433885498,0.7872048799739881,Jordan
-0.2933464997103709,-0.23752543410728383,1.492426239770676,-0.45307823212658843,0.21961816533811504,Kazakhstan
-1.8747024727806487,-0.17102996726554406,-0.24955705028378544,-0.28555453298207245,-0.976253315239187,Kenya
-1.23921686224463,0.3691384109440432,-2.3682738212466723,0.5922310242118812,0.7225211186767093,Kiribati
2.4656587034837156,0.0880497784574014,2.65226800517951,0.7088844199774058,-1.4037881502640168,Kuwait
-0.3399698801949058,1.2981964120287293,-0.4278609910812229,-0.8173205704595247,0.7220801090410316,Kyrgyz Republic
-1.5277699460302685,0.5457868911492432,0.13715892824125292,-0.41558190305309634,-0.31947075264205343,Lao
1.1888398448812427,0.16204003453331545,-0.48825527937149693,-0.9308545359995768,-0.19222136062592993,Latvia
1.1719907605412032,-0.25629511214232076,-0.6189923050770559,-1.054186069875001,0.06006625487606726,Lebanon
-1.8031513987910852,2.0378509792633674,-2.496884602831214,1.072198752226912,0.8557386888613929,Lesotho
-1.7735802317176612,1.0533986657263879,-2.3904403094082336,1.1795690843973894,1.040021561782232,Liberia
0.8189430506398373,0.38984165994536873,1.4898916150945125,-0.619545660507128,-0.06367229493635972,Libya
1.409788123454304,0.7298331976042456,-0.40800647554326935,-0.7646777315645338,0.19777577000162233,Lithuania
6.917754960193372,4.849843686160697,1.0018372215758018,3.1296425487458475,-0.28103070949535774,Luxembourg
0.7332103191064094,-0.09486743144697654,-0.6572766931433605,-1.1382327879057375,0.22679533184486128,"Macedonia, FYR"
-2.1360086738058883,0.34273304169145474,0.23484223205723662,-0.3174689416777326,-0.6241771483997637,Madagascar
-2.9798852527902904,0.21662241913399122,-0.2045962111575329,0.8391080278913544,-0.228962080819625,Malawi
1.2308284212408358,1.6017486351199068,0.538719368189313,-1.0863723537157157,0.09290659681810186,Malaysia
1.1086010069884455,1.0093142609302523,-0.26997985158017734,-1.0890710664686267,0.25100321641804163,Maldives
-3.412255127439313,0.5614685136080764,-0.248615097983648,1.0733639092241567,-1.2973855730485884,Mali
3.6795425972564955,4.765486050245484,-1.0213134394661454,-0.50110735509235,1.617874398671579,Malta
